Sort algorithm time record(Millisecond):,,,,,,,,,,,
Data size,mergeSort,mergeSortNotOpt,radixSort,sort(STL),quickSort,quickStNotOpt,heapSort,shellSort,insertionSort,bubbleSort,selectionSort
88200,4.305,4.7397,6.3611,5.7228,5.6417,7.0872,10.8569,10.5381,,,
88300,4.7075,4.4335,6.7584,5.7241,5.067,7.2538,11.3523,10.7264,,,
88400,4.0258,4.9609,7.168,5.6137,5.896,7.6028,10.4015,10.3294,,,
88500,5.0423,5.0586,7.0267,6.2945,6.0959,9.3417,14.2185,11.9091,,,
88600,4.2365,4.4543,6.1345,5.0296,4.9601,10.6195,11.3635,12.4395,,,
88700,4.7047,6.2322,10.4053,7.5453,5.445,6.8116,10.6788,10.5054,,,
88800,4.1994,5.2431,7.8593,7.5114,5.8988,6.7838,11.3497,11.8898,,,
88900,4.2918,4.7676,6.6121,5.1525,5.3066,6.8204,10.6501,9.9361,,,
89000,4.0994,5.1253,9.5977,5.3957,5.3648,6.7289,10.4433,11.9927,,,
89100,4.7203,5.3605,6.5882,5.914,5.8609,8.212,12.2782,9.8628,,,
89200,4.2211,4.8969,6.5689,5.8322,4.9943,6.2569,9.769,9.472,,,
89300,3.9316,4.4728,6.0511,5.2673,5.2673,8.008,10.9757,10.7387,,,
89400,4.5848,5.477,7.034,5.4165,5.0204,6.2473,11.0169,10.8922,,,
89500,4.4887,4.479,8.1512,5.6178,5.4367,6.6047,10.0782,9.9684,,,
89600,4.0894,4.5577,6.6593,5.251,5.4289,6.9852,10.8086,10.7576,,,
89700,4.4323,4.7965,6.7516,6.1597,5.748,7.6908,12.0079,10.9465,,,
89800,4.3623,4.6153,6.5037,5.7683,5.7774,6.4475,10.829,9.5088,,,
89900,4.0456,5.0713,6.8168,5.294,5.0812,6.8075,10.9762,9.9059,,,
90000,4.2539,5.5004,6.4171,5.8612,5.5893,6.2955,10.0484,9.8239,,,
90100,4.5333,5.2346,6.9229,5.2003,5.4424,6.9263,10.7025,10.2103,,,
90200,4.3891,4.5027,6.3743,6.1339,5.0434,6.3095,12.2275,11.6568,,,
90300,4.0466,5.4733,6.9741,6.2233,5.808,7.475,13.0261,11.7386,,,
90400,4.4484,5.1789,6.8187,5.4016,5.124,7.1114,10.2284,10.0738,,,
90500,4.0579,4.6375,6.6139,5.4412,6.0125,7.5994,11.1696,10.3593,,,
90600,4.5364,5.3463,6.6245,5.9005,6.0619,6.7975,11.2343,11.0438,,,
90700,4.0836,4.745,6.0595,5.7504,5.7806,7.5501,11.6412,10.7265,,,
90800,4.1742,5.0568,6.3137,5.1762,5.4523,7.1081,10.6831,10.2725,,,
90900,4.2375,5.4581,7.1617,6.8796,6.2273,8.0517,12.2482,10.9307,,,
91000,4.5144,5.0839,7.1286,5.3759,5.7571,7.488,11.4319,10.7252,,,
91100,4.429,4.8771,6.3496,6.0492,5.5244,6.7664,11.1097,10.9105,,,
91200,4.529,5.6144,7.196,5.7708,5.5848,7.5055,13.1128,12.3534,,,
91300,5.3494,5.318,7.0044,6.6161,6.2937,7.7992,11.3947,10.397,,,
91400,4.4829,5.3318,7.2433,6.2427,5.6865,7.2586,12.023,11.2464,,,
91500,4.116,4.9535,7.2787,5.8576,5.5467,7.4782,11.2624,11.9384,,,
91600,4.4014,5.4034,6.7063,5.7599,6.2483,7.1531,10.667,10.3709,,,
91700,5.0522,5.376,6.9313,6.6465,6.2828,7.2894,11.4192,11.5523,,,
91800,4.3655,5.5198,6.7156,6.2452,5.8614,7.5228,12.1017,11.8354,,,
91900,4.641,5.7006,8.0916,5.7578,5.851,7.3308,11.2607,11.7217,,,
92000,5.2176,6.0946,7.8478,6.6022,6.2191,7.2766,14.1911,14.3335,,,
92100,4.9675,5.9217,7.5315,5.9123,5.7212,7.6706,11.2647,11.3305,,,
92200,4.4703,5.463,7.5789,6.1152,5.7257,7.739,11.3238,11.885,,,
92300,4.2375,5.0364,7.0627,5.4092,8.9758,14.7763,11.7797,10.6707,,,
92400,4.9108,4.9839,6.4336,5.2659,5.3874,6.7789,10.9307,10.9851,,,
92500,4.5466,5.0057,6.4688,5.6962,5.3798,7.4995,11.589,11.1783,,,
92600,4.3595,5.4012,7.472,6.3376,6.2627,7.8875,12.2637,10.7645,,,
92700,4.6045,4.7578,6.2635,5.5325,5.3159,6.5828,10.6274,10.1892,,,
92800,4.418,5.1192,6.4544,5.6299,5.8937,6.9051,11.4802,10.6696,,,
92900,4.7277,5.0387,8.287,6.42,5.9233,7.4538,11.9113,10.0166,,,
93000,4.1225,4.6918,6.2618,5.7864,5.6169,7.8053,11.0652,10.7454,,,
93100,4.4354,5.3007,6.3459,5.3148,5.6695,6.4534,10.8227,10.246,,,
93200,4.5905,4.881,7.007,6.2716,5.8208,7.3764,11.9917,11.3887,,,
93300,4.7124,5.705,7.5571,5.3087,5.604,7.5905,12.1032,11.2068,,,
93400,4.8023,5.2277,7.8363,5.5675,5.8756,7.521,12.1103,10.9999,,,
93500,4.5785,6.0215,6.9302,6.1394,5.6785,7.6258,12.1059,13.1052,,,
93600,5.0822,5.0767,6.9235,6.0723,5.645,7.0031,11.777,11.3113,,,
93700,5.1991,5.5347,6.8146,5.7474,5.8401,7.0565,11.3245,11.2154,,,
93800,4.3894,5.5561,7.1407,6.0655,5.7237,8.354,12.4108,11.7792,,,
93900,4.8622,5.1866,7.2338,7.243,5.4288,7.1552,11.9946,11.1146,,,
94000,5.4025,4.9763,6.7282,6.6553,6.111,8.2221,12.4356,12.9067,,,
94100,4.9164,5.3099,7.3886,6.4013,6.2959,8.2509,11.7233,11.7923,,,
94200,5.1085,5.1619,7.5768,5.876,5.8697,7.2818,12.0962,10.4919,,,
94300,4.7167,4.9252,7.2564,5.7901,5.3923,8.0949,11.117,11.766,,,
94400,5.19,5.5942,6.9788,6.1822,5.6318,7.3259,12.211,10.8552,,,
94500,4.5104,5.336,7.1954,6.9658,5.6833,7.1341,11.8942,11.1785,,,
94600,4.7608,5.6247,6.8833,5.9382,5.9996,7.482,12.3886,10.9983,,,
94700,4.1885,4.7782,6.7547,5.378,5.3514,6.69,10.8408,11.0808,,,
94800,4.3228,5.4101,7.3915,6.1435,5.863,7.2788,11.9076,12.9472,,,
94900,4.3001,4.8941,7.3006,6.2971,5.9334,7.559,12.2221,11.8797,,,
95000,4.7643,5.2714,7.1721,5.4377,5.5206,6.6691,12.7438,11.7189,,,
95100,4.4381,5.1012,6.8286,5.91,5.7048,7.1663,11.4602,11.7691,,,
95200,5.0942,5.7872,7.3603,7.6604,6.4309,7.8303,11.9157,10.869,,,
95300,4.5925,4.9127,6.4639,6.3771,6.9686,7.2252,12.1591,11.3228,,,
95400,4.937,5.5836,7.2488,6.6663,6.5662,7.7951,12.2128,11.9442,,,
95500,4.4306,5.3806,7.4058,5.8105,5.6798,7.9491,12.4774,11.172,,,
95600,4.4782,5.2256,7.0599,5.7836,5.8762,7.6951,12.6521,12.0928,,,
95700,4.6425,5.2132,7.4362,5.9617,6.1866,7.8009,11.3409,11.8254,,,
95800,4.7157,5.3064,7.0868,6.0746,6.5944,7.9085,12.6507,11.5884,,,
95900,4.8781,5.7876,6.8974,5.9998,6.49,7.7398,12.427,11.6043,,,
96000,4.2622,5.4077,6.6873,5.7169,6.6867,7.9967,12.7595,12.1833,,,
96100,4.7594,5.4911,7.3877,6.527,5.974,7.5494,11.9372,12.1226,,,
96200,4.6681,5.9022,7.5446,6.702,5.8344,7.9256,11.7838,11.8534,,,
96300,5.1041,5.7219,7.5032,5.919,5.9858,7.1782,12.1894,12.3388,,,
96400,5.5917,6.3297,7.5117,6.2962,6.5128,12.3425,13.0099,12.04,,,
96500,5.3109,5.4715,8.1616,7.1517,6.2639,8.1072,11.7153,12.8638,,,
96600,5.5789,6.5277,8.2206,7.2739,6.4203,7.5805,13.6692,11.2268,,,
96700,4.6634,5.7038,7.0237,6.0812,6.4375,8.174,12.4382,11.5253,,,
96800,5.6901,5.2806,7.6447,6.3542,6.5063,7.7622,13.0704,13.8247,,,
96900,5.6712,5.6576,7.9857,8.1265,5.8645,7.5269,11.4912,12.0337,,,
97000,4.7868,5.4374,7.6165,6.4559,5.6043,7.2827,11.7417,11.5314,,,
97100,5.0832,6.3784,7.523,5.9639,5.4445,8.7381,11.7556,10.6799,,,
97200,4.3428,5.0838,8.0019,7.5371,6.876,8.2852,11.9951,11.5314,,,
97300,4.4924,5.0208,6.9207,6.0963,5.8959,7.2521,12.0305,11.6049,,,
97400,4.8482,5.4053,9.093,6.7366,6.3419,7.2909,11.0247,11.8039,,,
97500,4.9812,5.1393,6.9144,6.239,5.9479,7.972,11.9017,10.6191,,,
97600,4.2903,5.2245,6.7285,5.7219,5.485,7.2615,10.9762,11.2763,,,
97700,5.2603,6.0297,8.4623,6.7445,6.1978,9.6362,13.9575,11.4465,,,
97800,4.6112,5.1066,7.4093,5.8464,6.1187,7.3532,11.0333,10.5615,,,
97900,4.495,5.0676,7.1977,5.9749,5.8138,7.8363,13.7815,11.2727,,,
98000,5.7804,6.664,8.3324,6.6763,6.6921,10.2457,14.1574,11.024,,,
98100,4.5526,5.3681,6.8238,6.0088,6.3625,8.2337,11.6512,10.8852,,,
98200,4.3228,5.4596,7.6083,6.9704,6.847,8.5087,13.751,13.0347,,,
98300,4.7673,5.9008,6.7176,5.9978,6.0632,7.7235,12.1199,11.9577,,,
98400,4.3924,5.0304,7.0931,6.627,6.189,7.567,11.7394,12.3543,,,
98500,5.009,5.7365,7.53,5.6919,6.3646,8.6873,12.8725,10.7887,,,
98600,4.4135,5.1022,7.4455,6.4706,5.7855,7.436,11.2107,12.413,,,
98700,6.1213,6.9795,8.2099,5.7782,5.8793,7.3993,12.3874,12.458,,,
98800,4.8578,5.2551,7.5758,6.1271,5.8287,8.3682,12.0337,11.3474,,,
98900,4.3636,5.432,7.1028,6.2069,6.3008,7.681,12.0208,12.1485,,,
99000,5.1235,5.3426,7.5775,6.1854,7.0503,8.6347,13.6756,13.0815,,,
99100,4.7681,6.437,7.7321,6.064,6.0699,8.1528,11.6204,11.4159,,,
99200,5.1376,5.7772,8.0257,6.6655,6.2207,8.0005,13.1948,11.7035,,,
99300,5.3359,6.4559,7.5942,7.8208,8.4559,8.3528,13.1005,12.5646,,,
99400,4.5167,6.3961,7.6151,6.9475,6.0417,8.1061,12.0778,11.9203,,,
99500,5.355,5.8036,7.8754,6.4355,6.6133,8.0999,12.8787,13.2223,,,
99600,5.2238,6.0192,8.7232,6.9193,6.4105,8.8767,12.2258,12.8358,,,
99700,4.5243,6.305,7.7681,6.5786,5.9254,7.6376,12.3053,12.0771,,,
99800,4.7534,5.3364,7.2154,7.2041,6.1853,7.652,11.5453,12.5868,,,
99900,5.2741,6.2866,7.6416,6.805,6.2971,8.6098,12.5917,12.3234,,,
100000,4.8279,5.8194,7.8863,6.7204,6.3972,8.2987,12.9589,12.9096,,,
